idShot,goal,x,y,lastName
2.01902E+11,0,49,23,Khudobin
2.01902E+11,0,34,-3,Khudobin
2.01902E+11,0,52,2,Quick
2.01902E+11,0,47,-37,Quick
2.01902E+11,0,50,33,Quick
2.01902E+11,0,82,-28,Khudobin
2.01902E+11,0,65,-2,Khudobin
2.01902E+11,0,86,-10,Khudobin
2.01902E+11,0,74,-21,Quick
2.01902E+11,0,45,25,Khudobin
2.01902E+11,0,81,2,Quick
2.01902E+11,0,59,-3,Quick
2.01902E+11,0,81,5,Khudobin
2.01902E+11,0,44,-13,Khudobin
2.01902E+11,0,65,31,Brossoit
2.01902E+11,0,55,32,Brossoit
2.01902E+11,0,35,25,Halak
2.01902E+11,0,77,-5,Brossoit
2.01902E+11,1,80,-5,Halak
2.01902E+11,0,52,-29,Halak
2.01902E+11,0,37,22,Brossoit
2.01902E+11,0,33,-26,Brossoit
2.01902E+11,0,66,-5,Brossoit
2.01902E+11,0,32,-24,Halak
2.01902E+11,0,81,-7,Brossoit
2.01902E+11,0,42,-32,Brossoit
2.01902E+11,0,37,15,Halak
2.01902E+11,1,69,-1,Brossoit
2.01902E+11,0,89,14,Brossoit
2.01902E+11,0,72,-6,Brossoit
2.01902E+11,0,43,19,Brossoit
2.01902E+11,0,65,3,Smith
2.01902E+11,0,19,-37,Smith
2.01902E+11,0,55,-28,Smith
2.01902E+11,0,47,-39,Smith
2.01902E+11,0,34,40,Smith
2.01902E+11,0,28,-28,Price
2.01902E+11,0,74,-9,Price
2.01902E+11,0,78,-1,Price
2.01902E+11,0,54,-12,Price
2.01902E+11,0,79,-7,Smith
2.01902E+11,0,30,-36,Smith
2.01902E+11,0,44,25,Smith
2.01902E+11,1,71,1,Smith
2.01902E+11,0,53,-31,Price
2.01902E+11,0,75,10,Price
2.01902E+11,0,39,0,Smith
2.01902E+11,0,59,1,Smith
2.01902E+11,0,66,28,Vasilevskiy
2.01902E+11,0,49,-18,Hill
2.01902E+11,0,51,10,Vasilevskiy
2.01902E+11,0,61,7,Hill
2.01902E+11,0,13,-19,Vasilevskiy
2.01902E+11,0,54,-8,Vasilevskiy
2.01902E+11,0,40,17,Hill
2.01902E+11,0,54,15,Vasilevskiy
2.01902E+11,0,46,-3,Vasilevskiy
2.01902E+11,0,71,-5,Vasilevskiy
2.01902E+11,0,77,-13,Hill
2.01902E+11,0,51,-7,Vasilevskiy
2.01902E+11,0,49,23,Vasilevskiy
2.01902E+11,0,68,-6,Hill
2.01902E+11,1,84,-8,Hill
2.01902E+11,0,38,2,Vasilevskiy
2.01902E+11,0,48,-1,Hill
2.01902E+11,0,19,-34,Hill
2.01902E+11,1,65,13,Hill
2.01902E+11,0,35,-17,Hill
2.01902E+11,0,83,7,Bobrovsky
2.01902E+11,0,82,8,Bobrovsky
2.01902E+11,0,83,7,Bobrovsky
2.01902E+11,0,60,10,Bobrovsky
2.01902E+11,1,73,2,Demko
2.01902E+11,0,55,23,Demko
2.01902E+11,0,54,-29,Demko
2.01902E+11,0,63,-19,Bobrovsky
2.01902E+11,1,77,0,Bobrovsky
2.01902E+11,0,35,32,Demko
2.01902E+11,0,34,37,Demko
2.01902E+11,0,72,1,Bobrovsky
2.01902E+11,0,17,-17,Bobrovsky
2.01902E+11,0,69,-1,Bobrovsky
2.01902E+11,0,67,16,Demko
2.01902E+11,0,80,0,Demko
2.01902E+11,0,62,-1,Bobrovsky
2.01902E+11,0,70,0,Bobrovsky
2.01902E+11,0,43,36,Bobrovsky
2.01902E+11,0,75,-29,Shesterkin
2.01902E+11,0,81,9,Shesterkin
2.01902E+11,0,30,-6,Shesterkin
2.01902E+11,0,82,-8,Shesterkin
2.01902E+11,0,34,-30,Shesterkin
2.01902E+11,0,70,-10,Shesterkin
2.01902E+11,0,35,35,Shesterkin
2.01902E+11,1,69,-18,Blackwood
2.01902E+11,0,44,37,Shesterkin
2.01902E+11,0,66,-11,Blackwood
2.01902E+11,0,88,-35,Blackwood
2.01902E+11,0,79,-7,Blackwood
2.01902E+11,0,68,8,Shesterkin
2.01902E+11,1,77,-1,Shesterkin
2.01902E+11,0,65,17,Blackwood
2.01902E+11,1,58,-8,Blackwood
2.01902E+11,0,49,-36,Shesterkin
2.01902E+11,0,50,-32,Shesterkin
2.01902E+11,1,85,-5,Blackwood
2.01902E+11,0,84,-8,Shesterkin
2.01902E+11,0,30,-37,Shesterkin
2.01902E+11,0,41,-14,Blackwood
2.01902E+11,0,37,25,Shesterkin
2.01902E+11,0,57,28,Shesterkin
2.01902E+11,0,70,26,Blackwood
2.01902E+11,0,44,15,Blackwood
2.01902E+11,1,78,1,Shesterkin
2.01902E+11,0,58,36,Ullmark
2.01902E+11,1,74,-16,Ullmark
2.01902E+11,0,61,-22,Binnington
2.01902E+11,0,82,10,Ullmark
2.01902E+11,0,55,27,Binnington
2.01902E+11,0,58,22,Binnington
2.01902E+11,0,78,-23,Ullmark
2.01902E+11,0,65,2,Ullmark
2.01902E+11,0,77,-2,Binnington
2.01902E+11,1,84,-15,Ullmark
2.01902E+11,0,81,12,Binnington
2.01902E+11,0,59,-28,Ullmark
2.01902E+11,0,53,15,Ullmark
2.01902E+11,0,9,-31,Ullmark
2.01902E+11,0,43,19,Ullmark
2.01902E+11,0,57,25,Binnington
2.01902E+11,0,55,18,Binnington
2.01902E+11,0,62,-23,Crawford
2.01902E+11,0,16,6,Rinne
2.01902E+11,1,86,-3,Crawford
2.01902E+11,0,67,0,Rinne
2.01902E+11,0,35,11,Rinne
2.01902E+11,0,86,6,Crawford
2.01902E+11,0,81,3,Crawford
2.01902E+11,0,62,4,Rinne
2.01902E+11,1,78,-8,Crawford
2.01902E+11,0,70,-3,Crawford
2.01902E+11,0,83,-8,Rinne
2.01902E+11,0,79,5,Crawford
2.01902E+11,0,87,-18,Rinne
2.01902E+11,0,88,-9,Rinne
2.01902E+11,0,38,21,Rinne
2.01902E+11,0,55,-27,Crawford
2.01902E+11,0,60,-12,Crawford
2.01902E+11,1,85,5,Crawford
2.01902E+11,0,61,-11,Stalock
2.01902E+11,0,93,-8,Stalock
2.01902E+11,0,43,-27,Stalock
2.01902E+11,0,24,2,Talbot
2.01902E+11,0,72,-20,Stalock
2.01902E+11,0,23,-3,Talbot
2.01902E+11,0,80,-13,Stalock
2.01902E+11,0,85,-14,Stalock
2.01902E+11,1,63,6,Stalock
2.01902E+11,0,67,-5,Stalock
2.01902E+11,0,51,21,Talbot
2.01902E+11,0,62,0,Talbot
2.01902E+11,0,42,13,Talbot
2.01902E+11,0,52,-9,Talbot
2.01902E+11,0,40,-17,Talbot
2.01902E+11,0,86,27,Talbot
2.01902E+11,0,32,36,Stalock
2.01902E+11,0,13,30,Stalock
2.01902E+11,0,48,31,Talbot
2.01902E+11,0,47,-23,Stalock
2.01902E+11,0,67,-23,Stalock
2.01902E+11,0,63,-29,Stalock
2.01902E+11,0,87,-11,Stalock
2.01902E+11,0,62,31,Subban
2.01902E+11,0,50,-32,Campbell
2.01902E+11,0,64,28,Subban
2.01902E+11,0,58,23,Campbell
2.01902E+11,0,84,1,Campbell
2.01902E+11,0,63,0,Campbell
2.01902E+11,0,32,37,Campbell
2.01902E+11,0,51,-13,Campbell
2.01902E+11,0,46,30,Subban
2.01902E+11,0,57,-21,Campbell
2.01902E+11,0,74,-23,Campbell
2.01902E+11,0,5,-34,Subban
2.01902E+11,0,89,6,Subban
2.01902E+11,0,44,28,Subban
2.01902E+11,0,44,-23,Subban
2.01902E+11,0,32,-37,Subban
2.01902E+11,1,33,30,Subban
2.01902E+11,0,42,-21,Subban
2.01902E+11,0,53,-17,Campbell
2.01902E+11,1,47,24,Subban
2.01902E+11,0,45,-12,Subban
2.01902E+11,0,48,32,Subban
2.01902E+11,0,82,-7,Gibson
2.01902E+11,0,80,-2,Gibson
2.01902E+11,0,61,-31,Bishop
2.01902E+11,0,39,-3,Bishop
2.01902E+11,0,67,-10,Bishop
2.01902E+11,0,37,9,Gibson
2.01902E+11,0,75,4,Bishop
2.01902E+11,0,50,15,Bishop
2.01902E+11,1,59,-21,Gibson
2.01902E+11,0,87,25,Bishop
2.01902E+11,0,59,19,Bishop
2.01902E+11,0,80,-4,Gibson
2.01902E+11,0,63,-12,Bishop
2.01902E+11,0,84,18,Bishop
2.01902E+11,0,68,4,Gibson
2.01902E+11,0,39,-30,Bishop
2.01902E+11,0,67,9,Bishop
2.01902E+11,0,61,-32,Merzlikins
2.01902E+11,0,63,-18,Dell
2.01902E+11,0,34,30,Dell
2.01902E+11,0,43,31,Dell
2.01902E+11,0,65,-13,Merzlikins
2.01902E+11,0,98,-8,Merzlikins
2.01902E+11,0,87,3,Merzlikins
2.01902E+11,0,74,-1,Dell
2.01902E+11,0,83,4,Dell
2.01902E+11,0,80,-6,Merzlikins
2.01902E+11,0,6,-34,Merzlikins
2.01902E+11,0,42,26,Merzlikins
2.01902E+11,0,54,-27,Merzlikins
2.01902E+11,0,55,-17,Merzlikins
2.01902E+11,0,38,21,Merzlikins
2.01902E+11,0,35,-3,Dell
2.01902E+11,0,41,23,Dell
2.01902E+11,0,59,24,Dell
2.01902E+11,0,35,-1,Dell
2.01902E+11,0,38,31,Merzlikins
2.01902E+11,0,20,32,Dell
2.01902E+11,0,51,16,Merzlikins
2.01902E+11,0,42,8,Dell
2.01902E+11,0,54,20,Hogberg
2.01902E+11,0,59,9,Bernier
2.01902E+11,0,40,-16,Bernier
2.01902E+11,0,60,-1,Bernier
2.01902E+11,0,73,3,Bernier
2.01902E+11,0,82,5,Bernier
2.01902E+11,0,61,38,Bernier
2.01902E+11,0,60,22,Hogberg
2.01902E+11,0,70,32,Bernier
2.01902E+11,0,40,10,Bernier
2.01902E+11,0,52,24,Hogberg
2.01902E+11,0,72,12,Hogberg
2.01902E+11,1,85,-5,Hogberg
2.01902E+11,0,61,-25,Bernier
2.01902E+11,0,79,-3,Mrazek
2.01902E+11,0,32,-29,Raanta
2.01902E+11,0,78,22,Raanta
2.01902E+11,0,76,-4,Raanta
2.01902E+11,0,82,-13,Raanta
2.01902E+11,0,51,-36,Raanta
2.01902E+11,0,51,40,Mrazek
2.01902E+11,0,17,14,Raanta
2.01902E+11,0,51,35,Raanta
2.01902E+11,0,71,29,Raanta
2.01902E+11,0,70,-15,Mrazek
2.01902E+11,0,77,0,Raanta
2.01902E+11,0,71,-34,Mrazek
2.01902E+11,0,38,34,Mrazek
2.01902E+11,0,61,15,Raanta
2.01902E+11,1,70,2,Raanta
2.01902E+11,0,64,5,Mrazek
2.01902E+11,0,31,33,Mrazek
2.01902E+11,0,76,-1,Mrazek
2.01902E+11,0,79,-29,Mrazek
2.01902E+11,0,80,27,Raanta
2.01902E+11,0,45,4,Francouz
2.01902E+11,0,34,23,Francouz
2.01902E+11,0,77,-3,Murray
2.01902E+11,0,76,21,Murray
2.01902E+11,0,82,3,Murray
2.01902E+11,0,34,-37,Francouz
2.01902E+11,0,70,-12,Murray
2.01902E+11,0,8,-1,Murray
2.01902E+11,0,43,-33,Francouz
2.01902E+11,0,72,23,Murray
2.01902E+11,1,70,21,Murray
2.01902E+11,0,83,3,Francouz
2.01902E+11,0,82,0,Francouz
2.01902E+11,0,30,-18,Francouz
2.01902E+11,0,33,-36,Hutton
2.01902E+11,0,71,25,Hutton
2.01902E+11,0,38,-30,Hutton
2.01902E+11,0,40,-17,Hutton
2.01902E+11,0,68,26,Hutton
2.01902E+11,0,75,26,Hutton
2.01902E+11,0,72,1,Hutton
2.01902E+11,0,50,35,Markstrom
2.01902E+11,0,74,12,Markstrom
2.01902E+11,0,73,-25,Markstrom
2.01902E+11,0,81,7,Markstrom
2.01902E+11,0,83,-20,Markstrom
2.01902E+11,1,58,30,Markstrom
2.01902E+11,0,58,32,Hutton
2.01902E+11,0,52,8,Markstrom
2.01902E+11,0,43,10,Hutton
2.01902E+11,0,72,7,Hutton
2.01902E+11,1,73,-3,Hutton
2.01902E+11,0,48,6,Markstrom
2.01902E+11,0,39,-6,Markstrom
2.01902E+11,0,86,-25,Hutton
2.01902E+11,0,53,-11,Markstrom
2.01902E+11,0,81,6,Markstrom
2.01902E+11,0,65,4,Hutton
2.01902E+11,1,83,-7,Hutton
2.01902E+11,0,83,-35,Markstrom
2.01902E+11,0,85,-22,Hogberg
2.01902E+11,0,36,-34,Hogberg
2.01902E+11,0,88,-3,Price
2.01902E+11,0,49,35,Price
2.01902E+11,0,34,-27,Price
2.01902E+11,1,47,-26,Hogberg
2.01902E+11,0,68,3,Hogberg
2.01902E+11,0,75,-2,Hogberg
2.01902E+11,0,34,-33,Hogberg
2.01902E+11,0,51,23,Price
2.01902E+11,0,85,-7,Price
2.01902E+11,0,87,-8,Price
2.01902E+11,0,82,-4,Hogberg
2.01902E+11,0,71,0,Rask
2.01902E+11,0,67,-36,Rask
2.01902E+11,0,69,8,Varlamov
2.01902E+11,1,49,-5,Rask
2.01902E+11,0,78,-7,Rask
2.01902E+11,0,42,-5,Rask
2.01902E+11,0,69,-16,Varlamov
2.01902E+11,0,76,22,Rask
2.01902E+11,0,39,-25,Rask
2.01902E+11,0,71,-2,Rask
2.01902E+11,0,42,2,Rask
2.01902E+11,0,33,-34,Rask
2.01902E+11,0,67,-24,Rask
2.01902E+11,0,73,-29,Rask
2.01902E+11,0,55,23,Rask
2.01902E+11,0,86,7,Rask
2.01902E+11,0,78,-6,Vasilevskiy
2.01902E+11,0,34,-37,Hart
2.01902E+11,0,49,-31,Vasilevskiy
2.01902E+11,0,47,-7,Hart
2.01902E+11,0,50,38,Vasilevskiy
2.01902E+11,0,82,0,Vasilevskiy
2.01902E+11,0,8,-36,Vasilevskiy
2.01902E+11,0,83,8,Hart
2.01902E+11,0,69,21,Hart
2.01902E+11,0,74,21,Hart
2.01902E+11,0,64,21,Hart
2.01902E+11,0,60,-6,Vasilevskiy
2.01902E+11,0,35,-21,Hart
2.01902E+11,0,27,-5,Hart
2.01902E+11,0,56,35,Vasilevskiy
2.01902E+11,0,50,-13,Holtby
2.01902E+11,0,66,-23,Domingue
2.01902E+11,0,72,-2,Domingue
2.01902E+11,0,76,-1,Domingue
2.01902E+11,1,79,6,Holtby
2.01902E+11,0,75,-3,Domingue
2.01902E+11,0,40,2,Holtby
2.01902E+11,0,64,-2,Holtby
2.01902E+11,0,70,0,Holtby
2.01902E+11,0,49,10,Holtby
2.01902E+11,0,35,31,Domingue
2.01902E+11,0,-31,-7,Holtby
2.01902E+11,0,-12,-3,Domingue
2.01902E+11,0,66,-14,Domingue
2.01902E+11,0,77,1,Holtby
2.01902E+11,0,63,-29,Domingue
2.01902E+11,0,55,-18,Domingue
2.01902E+11,0,58,28,Domingue
2.01902E+11,0,60,-24,Domingue
2.01902E+11,0,-19,-25,Domingue
2.01902E+11,0,29,39,Campbell
2.01902E+11,0,53,-23,Reimer
2.01902E+11,0,46,-10,Campbell
2.01902E+11,0,83,-13,Campbell
2.01902E+11,0,87,-11,Campbell
2.01902E+11,0,5,18,Reimer
2.01902E+11,0,75,-4,Campbell
2.01902E+11,1,87,-8,Campbell
2.01902E+11,0,31,35,Campbell
2.01902E+11,0,64,-9,Campbell
2.01902E+11,0,80,-1,Reimer
2.01902E+11,0,41,-25,Reimer
2.01902E+11,0,80,-14,Campbell
2.01902E+11,0,37,15,Reimer
2.01902E+11,0,-69,-24,Reimer
2.01902E+11,0,67,-16,Reimer
2.01902E+11,0,84,6,Reimer
2.01902E+11,0,33,-1,Reimer
2.01902E+11,0,31,32,Campbell
2.01902E+11,0,70,-20,Campbell
2.01902E+11,0,72,-37,Campbell
2.01902E+11,0,79,22,Campbell
2.01902E+11,1,51,26,Binnington
2.01902E+11,0,13,-37,Binnington
2.01902E+11,0,51,3,Lundqvist
2.01902E+11,0,75,28,Lundqvist
2.01902E+11,0,57,-18,Binnington
2.01902E+11,0,43,23,Binnington
2.01902E+11,1,74,-3,Lundqvist
2.01902E+11,0,81,-5,Binnington
2.01902E+11,0,87,7,Binnington
2.01902E+11,0,40,16,Lundqvist
2.01902E+11,0,61,-36,Lundqvist
2.01902E+11,0,3,-38,Lundqvist
2.01902E+11,1,58,27,Lundqvist
2.01902E+11,0,51,10,Binnington
2.01902E+11,0,33,-33,Lundqvist
2.01902E+11,1,59,23,Lundqvist
2.01902E+11,0,34,-21,Gibson
2.01902E+11,0,-63,41,Lehner
2.01902E+11,1,80,0,Lehner
2.01902E+11,0,81,17,Gibson
2.01902E+11,0,35,28,Lehner
2.01902E+11,0,82,6,Lehner
2.01902E+11,1,77,7,Gibson
2.01902E+11,0,63,39,Lehner
2.01902E+11,0,54,15,Lehner
2.01902E+11,0,46,6,Gibson
2.01902E+11,0,88,-5,Gibson
2.01902E+11,0,87,-5,Gibson
2.01902E+11,0,85,-5,Gibson
2.01902E+11,0,61,36,Lehner
2.01902E+11,0,81,36,Lehner
2.01902E+11,0,84,12,Lehner
2.01902E+11,0,72,-16,Lehner
2.01902E+11,0,76,3,Koskinen
2.01902E+11,0,82,-1,Koskinen
2.01902E+11,0,74,13,Koskinen
2.01902E+11,0,66,-26,Talbot
2.01902E+11,0,72,24,Koskinen
2.01902E+11,1,66,14,Koskinen
2.01902E+11,0,86,-6,Talbot
2.01902E+11,1,67,7,Talbot
2.01902E+11,1,78,0,Talbot
2.01902E+11,0,66,-17,Talbot
2.01902E+11,0,42,-5,Talbot
2.01902E+11,0,54,-33,Talbot
2.01902E+11,0,87,6,Talbot
2.01902E+11,0,51,-4,Koskinen
2.01902E+11,0,44,-20,Talbot
2.01902E+11,0,22,31,Talbot
2.01902E+11,0,38,-15,Talbot
2.01902E+11,0,66,-3,Koskinen
2.01902E+11,0,38,-26,Koskinen
2.01902E+11,0,75,4,Merzlikins
2.01902E+11,0,76,5,Merzlikins
2.01902E+11,0,56,7,Merzlikins
2.01902E+11,0,39,18,Merzlikins
2.01902E+11,0,64,-24,Merzlikins
2.01902E+11,0,86,-5,Merzlikins
2.01902E+11,0,58,26,Fleury
2.01902E+11,0,56,24,Merzlikins
2.01902E+11,0,67,-17,Fleury
2.01902E+11,0,62,14,Fleury
2.01902E+11,0,37,19,Fleury
2.01902E+11,0,52,21,Fleury
2.01902E+11,0,61,-15,Fleury
2.01902E+11,0,59,16,Fleury
2.01902E+11,0,33,1,Fleury
2.01902E+11,0,83,-10,Fleury
2.01902E+11,1,59,24,Fleury
2.01902E+11,0,75,-14,Fleury
2.01902E+11,0,69,-24,Fleury
2.01902E+11,0,81,-11,Fleury
2.01902E+11,1,69,1,Dell
2.01902E+11,0,60,15,Khudobin
2.01902E+11,0,35,-25,Dell
2.01902E+11,0,38,-30,Khudobin
2.01902E+11,0,41,29,Khudobin
2.01902E+11,0,80,10,Khudobin
2.01902E+11,0,52,-14,Khudobin
2.01902E+11,0,70,-1,Khudobin
2.01902E+11,0,69,0,Dell
2.01902E+11,0,80,-2,Khudobin
2.01902E+11,0,-1,-27,Dell
2.01902E+11,0,70,33,Khudobin
2.01902E+11,1,85,-6,Khudobin
2.01902E+11,0,40,10,Dell
2.01902E+11,0,72,-1,Dell
2.01902E+11,0,72,0,Hellebuyck
2.01902E+11,0,33,25,Hellebuyck
2.01902E+11,0,87,18,Hellebuyck
2.01902E+11,0,35,23,Hellebuyck
2.01902E+11,0,47,-17,Saros
2.01902E+11,0,55,25,Hellebuyck
2.01902E+11,0,76,16,Hellebuyck
2.01902E+11,0,70,-23,Hellebuyck
2.01902E+11,0,69,2,Saros
2.01902E+11,0,76,-5,Hellebuyck
2.01902E+11,0,72,-21,Hellebuyck
2.01902E+11,0,63,-23,Saros
2.01902E+11,0,41,27,Saros
2.01902E+11,1,81,-8,Hellebuyck
2.01902E+11,0,82,5,Hellebuyck
2.01902E+11,0,83,5,Hellebuyck
2.01902E+11,0,58,-30,Saros
2.01902E+11,0,34,-25,Saros
2.01902E+11,0,62,17,Hellebuyck
2.01902E+11,0,76,-25,Saros
2.01902E+11,0,65,38,Dubnyk
2.01902E+11,0,87,-2,Dubnyk
2.01902E+11,0,48,-4,Markstrom
2.01902E+11,0,76,28,Dubnyk
2.01902E+11,0,69,4,Dubnyk
2.01902E+11,0,59,19,Markstrom
2.01902E+11,0,55,-17,Dubnyk
2.01902E+11,0,45,-17,Dubnyk
2.01902E+11,0,42,17,Dubnyk
2.01902E+11,0,39,27,Dubnyk
2.01902E+11,0,33,-13,Dubnyk
2.01902E+11,0,71,-7,Dubnyk
2.01902E+11,0,42,9,Dubnyk
2.01902E+11,0,40,13,Dubnyk
2.01902E+11,0,73,33,Dubnyk
2.01902E+11,0,33,-20,Dubnyk
2.01902E+11,0,57,2,Markstrom
2.01902E+11,1,68,5,Howard
2.01902E+11,0,84,-1,Howard
2.01902E+11,0,84,4,Howard
2.01902E+11,0,86,6,Howard
2.01902E+11,1,87,5,Howard
2.01902E+11,0,66,-1,Ullmark
2.01902E+11,0,82,9,Ullmark
2.01902E+11,1,85,5,Howard
2.01902E+11,0,72,2,Ullmark
2.01902E+11,0,67,-20,Ullmark
2.01902E+11,0,79,-17,Howard
2.01902E+11,0,38,1,Howard
2.01902E+11,0,76,-27,Howard
2.01902E+11,0,67,17,Howard
2.01902E+11,0,47,-35,Howard
2.01902E+11,1,85,-9,Hill
2.01902E+11,0,82,-11,Hill
2.01902E+11,0,70,-3,Jarry
2.01902E+11,0,80,-1,Jarry
2.01902E+11,0,55,15,Jarry
2.01902E+11,0,12,-32,Jarry
2.01902E+11,1,80,1,Jarry
2.01902E+11,0,80,21,Jarry
2.01902E+11,0,80,10,Driedger
2.01902E+11,0,82,2,Andersen
2.01902E+11,1,74,-5,Andersen
2.01902E+11,0,32,-20,Andersen
2.01902E+11,0,59,-22,Driedger
2.01902E+11,1,78,1,Andersen
2.01902E+11,0,66,-18,Driedger
2.01902E+11,0,52,-19,Driedger
2.01902E+11,0,60,30,Andersen
2.01902E+11,0,82,5,Driedger
2.01902E+11,0,80,-1,Driedger
2.01902E+11,0,87,-10,Driedger
2.01902E+11,0,41,-21,Andersen
2.01902E+11,1,61,13,Andersen
2.01902E+11,0,50,20,Andersen
2.01902E+11,0,33,12,Driedger
2.01902E+11,0,51,23,Driedger
2.01902E+11,0,64,-5,Driedger
2.01902E+11,0,35,0,Domingue
2.01902E+11,0,76,7,Domingue
2.01902E+11,0,36,23,McElhinney
2.01902E+11,0,51,-21,McElhinney
2.01902E+11,0,74,6,McElhinney
2.01902E+11,0,46,12,McElhinney
2.01902E+11,0,57,20,Domingue
2.01902E+11,0,76,4,Domingue
2.01902E+11,0,75,5,Domingue
2.01902E+11,0,52,14,Domingue
2.01902E+11,0,81,-4,McElhinney
2.01902E+11,0,76,-2,Domingue
2.01902E+11,0,54,-5,Domingue
2.01902E+11,0,38,18,Domingue
2.01902E+11,0,36,-2,Domingue
2.01902E+11,0,53,-20,McElhinney
2.01902E+11,0,46,20,McElhinney
2.01902E+11,0,51,-18,McElhinney
2.01902E+11,0,24,-2,Domingue
2.01902E+11,0,47,-19,Price
2.01902E+11,0,42,22,Rittich
2.01902E+11,0,51,2,Rittich
2.01902E+11,0,59,-23,Rittich
2.01902E+11,0,31,-31,Rittich
2.01902E+11,0,31,-8,Rittich
2.01902E+11,0,30,31,Rittich
2.01902E+11,0,95,14,Rittich
2.01902E+11,0,61,4,Rittich
2.01902E+11,0,79,5,Rittich
2.01902E+11,0,34,24,Rittich
2.01902E+11,0,63,0,Price
2.01902E+11,0,52,3,Rittich
2.01902E+11,1,78,8,Rittich
2.01902E+11,0,40,-10,Price
2.01902E+11,0,47,-39,Rittich
2.01902E+11,0,55,1,Rittich
2.01902E+11,0,40,1,Price
2.01902E+11,0,-97,-6,Price
2.01902E+11,0,47,15,Varlamov
2.01902E+11,0,61,9,Georgiev
2.01902E+11,0,42,18,Varlamov
2.01902E+11,0,38,34,Varlamov
2.01902E+11,0,50,0,Varlamov
2.01902E+11,0,60,19,Georgiev
2.01902E+11,0,33,-35,Varlamov
2.01902E+11,0,58,19,Varlamov
2.01902E+11,1,75,2,Varlamov
2.01902E+11,0,-19,-38,Georgiev
2.01902E+11,0,71,1,Varlamov
2.01902E+11,0,57,8,Varlamov
2.01902E+11,0,83,8,Varlamov
2.01902E+11,0,59,24,Varlamov
2.01902E+11,0,60,4,Varlamov
2.01902E+11,0,85,9,Varlamov
2.01902E+11,0,41,34,Halak
2.01902E+11,0,36,32,Halak
2.01902E+11,1,80,-2,Hart
2.01902E+11,0,59,2,Hart
2.01902E+11,0,53,40,Hart
2.01902E+11,0,43,33,Hart
2.01902E+11,0,82,-9,Halak
2.01902E+11,0,32,9,Hart
2.01902E+11,0,65,-12,Hart
2.01902E+11,0,42,-37,Hart
2.01902E+11,0,31,14,Halak
2.01902E+11,0,31,-28,Halak
2.01902E+11,0,53,36,Hart
2.01902E+11,0,16,-38,Hart
2.01902E+11,0,55,34,Halak
2.01902E+11,0,21,-32,Halak
2.01902E+11,0,27,-26,Halak
2.01902E+11,0,55,27,Hart
2.01902E+11,0,80,11,Halak
2.01902E+11,0,-71,-31,Halak
2.01902E+11,1,85,-3,Hart
2.01902E+11,0,-14,-2,Halak
2.01902E+11,0,74,14,Mrazek
2.01902E+11,0,54,-21,Mrazek
2.01902E+11,0,35,-21,Samsonov
2.01902E+11,0,75,4,Samsonov
2.01902E+11,0,75,-5,Mrazek
2.01902E+11,0,80,-30,Mrazek
2.01902E+11,0,-1,-34,Samsonov
2.01902E+11,0,73,-36,Samsonov
2.01902E+11,0,71,-15,Samsonov
2.01902E+11,0,40,-28,Mrazek
2.01902E+11,0,58,22,Mrazek
2.01902E+11,0,61,0,Mrazek
2.01902E+11,1,73,-1,Mrazek
2.01902E+11,0,75,-17,Mrazek
2.01902E+11,0,68,-22,Mrazek
2.01902E+11,0,86,-5,Mrazek
2.01902E+11,0,64,-28,Mrazek
2.01902E+11,0,-80,-31,Samsonov
2.01902E+11,1,53,22,Mrazek
2.01902E+11,0,32,36,Allen
2.01902E+11,0,81,-25,Allen
2.01902E+11,0,65,19,Allen
2.01902E+11,0,65,-1,Allen
2.01902E+11,0,66,-25,Gibson
2.01902E+11,0,57,-27,Gibson
2.01902E+11,1,71,30,Gibson
2.01902E+11,0,58,-23,Gibson
2.01902E+11,1,38,1,Allen
2.01902E+11,0,67,-13,Allen
2.01902E+11,0,67,-10,Gibson
2.01902E+11,1,63,4,Gibson
2.01902E+11,0,69,7,Allen
2.01902E+11,0,32,33,Allen
2.01902E+11,0,66,-26,Allen
2.01902E+11,0,76,8,Allen
2.01902E+11,0,61,-21,Allen
2.01902E+11,0,38,11,Fleury
2.01902E+11,0,59,-23,Fleury
2.01902E+11,0,64,41,Fleury
2.01902E+11,0,85,-9,Fleury
2.01902E+11,0,70,-13,Ullmark
2.01902E+11,0,42,12,Fleury
2.01902E+11,0,57,17,Fleury
2.01902E+11,0,74,-3,Ullmark
2.01902E+11,0,46,-3,Fleury
2.01902E+11,0,53,37,Fleury
2.01902E+11,0,37,-26,Fleury
2.01902E+11,0,45,-4,Ullmark
2.01902E+11,0,80,5,Ullmark
2.01902E+11,0,84,-7,Fleury
2.01902E+11,0,71,11,Fleury
2.01902E+11,0,37,19,Fleury
2.01902E+11,0,73,-10,Ullmark
2.01902E+11,1,79,0,Ullmark
2.01902E+11,0,32,19,Andersen
2.01902E+11,0,80,-3,Domingue
2.01902E+11,0,67,11,Domingue
2.01902E+11,0,70,13,Andersen
2.01902E+11,1,67,-1,Domingue
2.01902E+11,0,75,20,Domingue
2.01902E+11,0,58,15,Domingue
2.01902E+11,1,75,-12,Domingue
2.01902E+11,0,33,-23,Andersen
2.01902E+11,0,77,13,Andersen
2.01902E+11,0,71,23,Andersen
2.01902E+11,0,77,-7,Domingue
2.01902E+11,0,71,16,Domingue
2.01902E+11,0,82,2,Domingue
2.01902E+11,0,58,-4,Domingue
